,,,,,,,<2008,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,subtotal,>2020,total
2019,"The Effect of Incremental Innovation and Disruptive Innovation on the Sustainable Development of Manufacturing in China","Li B., Huang L.",21582440,"SAGE Open",9, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Analysis of adoption rates for Needs Driven versus Value Driven innovation water technologies","O'Callaghan P., Adapa L.M., Buisman C.",10614303,"Water Environment Research",91, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"[Impacts of the implementation of telemedicine in the treatment and prevention of cancer, Impactos da implantação da telemedicina no tratamento e prevenção do câncer]","Goncalves A.A., Martins C.H.F., Silva S.L.F.C., Cheng C., Santos R.L.S., Oliveira S.B.",16469895,"RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao",, 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Taming disruption? Pervasive data analytics, uncertainty and policy intervention in disruptive technology and its geographic spread","Brackin R.C., Jackson M.J., Leyshon A., Morley J.G.",22209964,"ISPRS International Journal of Geo-Information",8, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"The innovation value canvas: A guide to defining value propositions and target customers for commercialization of technological innovations","Mahdavimazdeh H., Falkenberg L., Stackhouse M.",13639196,"International Journal of Innovation Management",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruptive technology adoption, particularities of clustered firms","Molina-Morales F.X., Martinez-Chafer L., Valiente-Bordanova D.",08985626,"Entrepreneurship and Regional Development",31, 1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Managing the e-commerce disruption with IT-based innovations: Insights from strategic renewal perspectives","Xiao J., Wu Y., Xie K., Hu Q.",03787206,"Information and Management",56, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Will Disruptive Innovation in Health Care Improve the Health of Populations?","Galea S.",0887378X,"Milbank Quarterly",96, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Business model innovation: a review and research agenda","Wahyono W.",17554195,"Journal of Indian Business Research",11, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Disruptive technology and disruptive innovation: ignore at your peril!","Majumdar D., Banerji P.K., Chakrabarti S.",09537325,"Technology Analysis and Strategic Management",30, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Whitney Johnson: Applying the principles of disruptive entrepreneurship to talent management","Leavy B.",10878572,"Strategy and Leadership",46, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"The challenges of AI and blockchain on HR recruiting practices","Michailidis M.P.",10152881,"Cyprus Review",30, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Doctoral Education: Preparing Our Next Generation for Disruptive Innovation","Skiba D.J.",15365026,"Nursing education perspectives",39, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Innovation assessment: Governing through periods of disruptive technological change","Hasselbalch J.A.",13501763,"Journal of European Public Policy",25, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"The swansong of the fascist octopus: creating effective change communications","Hirsch P.",02756668,"Journal of Business Strategy",39, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"On-line doctors: A disruptive innovation?","Kobewka D., Forster A.J.",08404704,"Healthcare Management Forum",31, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Emergence of a digital platform based disruptive mobile payments service","Mahgoub Y., Arvidsson N., Uruena A.",15481131,"International Journal of e-Business Research",14, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Evolving, innovating, and revolutionary changes in cardiovascular imaging: We’ve only just begun!","Shaw L.J., Hachamovitch R., Min J.K., Di Carli M., Mieres J.H., Phillips L., Blankstein R., Einstein A., Taqueti V.R., Hendel R., Berman D.S.",10713581,"Journal of Nuclear Cardiology",25, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Smart aging activation measures and new growth innovation strategies of 4<sup>th</sup>industrial revolution for Korean elderly","Lee M.R.",01173375,"Asia Life Sciences",15, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Managing the Disruptive and Sustaining the Disrupted: The Case of Kodak and Fujifilm in the Face of Digital Disruption","Ho J.C., Chen H.",1541132X,"Review of Policy Research",35, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Reflections of an ERM Librarian","England L.",1941126X,"Journal of Electronic Resources Librarianship",30, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Kaiser's School of Nursing: A 70-Year Legacy of Disruptive Innovation-Corrigendum","",15505103,"Nursing administration quarterly",42, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"A glimpse into the cultural foundations of open innovation","Formica P.",09504222,"Industry and Higher Education",32, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Development and innovation of system resources to optimize patient care","Johnson T.J., Brownlee M.J.",10792082,"American Journal of Health-System Pharmacy",75, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"IT-Driven business model innovation: Sources and ripple effects","Muller S., Hundahl M.",15481131,"International Journal of e-Business Research",14, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Russia–U.S. kruzhki-storyshops and education cultural diplomacy as soft power: communicating metaphorical shared experiences in the Era of disruptive innovation","Amason A.C., Bell R.T., Engellant K.A., Holland D.D., Piper R.T., Xanthopoulos J.A.",19409419,"Russian Journal of Communication",10, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Polycentric competition law","Lianos I.",20448422,"Current Legal Problems",71, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"[Sovereign wealth funds: Post-crisis trends, Суверенные инвестиционные фонды: Посткризисные тенденции]","Chebanov S.V.",01312227,"World Economy and International Relations",62, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"The risk and reward management in innovation portfolios: A markovian approach","Chion S.J., Charles V.",18480225,"Croatian Operational Research Review",9, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"On the disruptive innovation strategy of renewable energy technology diffusion: An agent-based model","Zeng Y., Dong P., Shi Y., Li Y.",19961073,"Energies",11, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"[2029 - The end of print newspapers in Portugal? A longitudinal study on the main performance indicators in Portugal's traditional print-newspaper industry, 2029 - o fim dos jornais em papel em Portugal? Um estudo longitudinal sobre os principais indicadores de desempenho no sector da imprensa escrita tradicional portuguesa1]","Quintanilha T.L.",16465954,"Observatorio",12, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Inter-organisational learning in cases of disruptive innovation","Meyer J.P., Alstete J.W.",14684322,"International Journal of Technology, Policy and Management",18, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"The impact of MOOC on higher education from the perspective of disruptive innovation theory","Wang Y., Yuan Z.",12038407,"Journal of Advanced Oxidation Technologies",21, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Nurse practitioners as disruptive innovators in palliative medicine","Opitz S.E., Hebert R.S.",08258597,"Journal of Palliative Care",33, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"An evaluation of critical thinking in competency-based and traditional online learning environments","Mayeshiba M., Jansen K.R., Mihlbauer L.",24725749,"Online Learning Journal",22, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Adoption of financial technology (Fintech) in mutual fund/ unit trust investment among Malaysians: Unified Theory of Acceptance and Use of Technology (UTAUT)","Abdullah E.M.E., Rahman A.A., Rahim R.A.",2227524X,"International Journal of Engineering and Technology(UAE)",7, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Optimization decision for enterprise innovation mode and product portfolio in background of low-carbon","Ma S., Dong P., Cai X.",10065911,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",24, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"A study on trust ICT business models: Based on disruptive innovation theory","Minzheong S.",1816949X,"Journal of Engineering and Applied Sciences",13, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Improving educational and financial effectiveness through innovation: A case study of Southern New Hampshire University's College for America","Hansen S.E.W.",07380593,"International Journal of Educational Development",58, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"The Vitruvian Man of Leonardo da Vinci as a model of innovative entrepreneurship at the intersection of business, art and technology","Remund M.C., Peris-Ortiz M., Gehrke H.-J.",21925372,"Journal of Innovation and Entrepreneurship",6, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"The rise of MOOCs (Massive Open Online Courses) and other similar online courses variants -analysis of textual incidences in cyberspace","Arya U.",23957514,"Journal of Content, Community and Communication",6, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Something ventured: Dangers and risk mitigation for the ordinary British Atlantic merchant ship, 1600–1800","Reid P.F.",00225266,"Journal of Transport History",38, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Partnership, inclusion and innovation in occupational therapy: Essential or optional ingredients to flourish in a changing environment?","Gilbert Hunt S.",00450766,"Australian Occupational Therapy Journal",64, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Mining in the cloud: Disruptive innovation","Mulholland A.",10346775,"AusIMM Bulletin",, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"INNOLAB- image guided surgery and therapy lab","Fritzsche H., Boese A., Friebe M.",23645504,"Current Directions in Biomedical Engineering",3, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"The role of spirituality as a strategy toward competitive advantage in the telecommunication industry model","Indrajaya A.N.",19366612,"Advanced Science Letters",23, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"The Disruptive Innovation of Self-Organized Learning Environments","Weisblat G.Z., McClellan J.",00094056,"Childhood Education",93, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Diffusion of mobile health apps among smartphone users: Role of neighborhood effects, informational network effects, and social ties in health 3.0","Kesharwani A., Roy S.",09738703,"Indian Journal of Marketing",47, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Transition to an intensive innovation growth model","Danilin I.",17282756,"Mezhdunarodnye Protsessy",15, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"[Controlling the quality of the service provided by attorneys: The online evaluation mechanism, Le contrôle de la qualité de la prestation fournie par l'avocat: le mécanisme de l'évaluation en ligne]","Pinat C.-S.",10108831,"Revue Internationale de Droit Economique",31, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Disruptive innovation absorption methodology, K <sup>3</sup> .P.I., Extension of Clayton Christensen Principles for corporate leaders and its followers","Chenevier A.E.M.",20777973,"International Journal of Systematic Innovation",4, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Problems of companies' sustainable competitiveness","Komarova I.P., Ustyuzhanin V.L.",07981015,"Espacios",38, 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Mapping impacts of open innovation practices in a firm competitiveness","de Paulo A.F., De Oliveira S.V.W.B., Porto G.S.",07182724,"Journal of Technology Management and Innovation",12, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Using patents and innovation strings to anticipate the next Kondratieff long waves","Vega-Gonzalez L.R.",17402832,"International Journal of Technology Intelligence and Planning",11, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Disruptive innovation in rural American healthcare: the physician assistant practice","Kushins E.R., Heard H., Weber J.M.",17506123,"International Journal of Pharmaceutical and Healthcare Marketing",11, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Disruptive innovations Leveraging solid disruptive innovations increases competitiveness","Lydon B.",0192303X,"InTech",64, 1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Infocom business models innovation with the development of corporate universities","Rheaume L., Gardoni M.",14718197,"International Journal of Innovation and Learning",21, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Divorce: Disruptive innovation","",00130613,"Economist (United Kingdom)",412, 9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Online MBA programs and the threat of disruptive innovation","McHenry W.K.",14728117,"International Journal of Management Education",14, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Excellent execution: Innovation, policy and regulation","Martinich L.P.",03608581,"IEEE Engineering Management Review",44, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Managing disruptive innovation with technology acquisitions: the informing case of software-based high-technology industries","Wagner M.",09537325,"Technology Analysis and Strategic Management",28, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"A study of servitization strategy for electric vehicles","Lee S.-H.",17383110,"Journal of Distribution Science",14, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Legal Publishing: Establishing Context through the Lens of Disruptive Innovation","Sims L.",0270319X,"Legal Reference Services Quarterly",35, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Accelerating Momentum Toward Improved Health for Patients and Populations: Family Medicine as a Disruptive Innovation-A Perspective from the Keystone IV Conference","Stream G., DeVoe J.E., Hughes L.S., Phillips R.L.",15587118,"Journal of the American Board of Family Medicine : JABFM",29, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"provider venture capital funds: investing in innovation","Potter M.J., Wesslund R.",07350732,"Healthcare financial management : journal of the Healthcare Financial Management Association",70, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Transparency: Disruptive Innovation","Sorrel A.L.",19383223,"Texas medicine",112, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Disruptive Innovation and the Oral Health System","Glassman P.",00027979,"The Journal of the American College of Dentists",83, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Is Leadership in Creativity and Innovative Technology the Cure for Quality Affordable Healthcare?","Bobrowski P., McEldowney R.",19352611,"Journal of Leadership Studies",10, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Stealth Leadership Influences the Culture of Innovation","Underdahl L.",19352611,"Journal of Leadership Studies",10, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Confronting tyranny in a public health agency: Crafting a ‘philosophy of praxis’ into a ‘community of resistance’","McKenna B.",0967201X,"Anthropology in Action",23, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Reinventing the arsenal: Defense-industrial adaptation in small states","Devore M.R.",10163271,"Korean Journal of Defense Analysis",28, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"[Conforms with QFD, TRIZ and bicycle of chain wheel process Taguchi multi-class research and development destructiveness innovation designs, 整合QFD, TRIZ及田口法研發破壞性創新之自行車鏈輪製程設計]","Chen D.-C., You C.-S., Ni C.-H., Yu M.-J.",20777973,"International Journal of Systematic Innovation",4, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"The West Midlands as an 'electronic super highway': BOM and the emergence of new art infrastructures","Newman K.",10802711,"Journal of Electronic Publishing",19, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"New frontiers of antitrust","Jenny F.",17739578,"Concurrences",, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Innovation de rupture, droit et concurrence (Paris, 29 janvier 2016)","De Muizon G.",17739578,"Concurrences",, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Four steps to re-ignite Japan’s innovation leadership","Ikeda K., Marshall A., Okamura S.",10878572,"Strategy and Leadership",44, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Examining extension: Diffusion, disruption, and adoption among Iowa state university extension and outreach professionals","Taylor C., Miller G.",10775315,"Journal of Extension",54, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"The auto industry: adapt to disruptive innovations or risk extinction","Butler F.C., Martin J.A.",02580543,"Strategic Direction",32, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Associations for disruptiveness – The Pirate Bay vs. Spotify","Wikhamn B.R., Knights D.",07182724,"Journal of Technology Management and Innovation",11, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Mastering the three challenges of innovation: The rare sources of reliable help","Olson S.D., Salvador M.S.",15822559,"Quality - Access to Success",17, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"The love of inventing from veblen to amabile: A look at the construct ""inventor/innovator"" from the era of edison to today's corporate R &amp; D scientist","Cocco J., Quttainah M.A.",19935250,"International Business Management",10, 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Scar treatment using CO<inf>2</inf> fractional laser therapy","Kao B.",00215228,"Japanese Journal of Plastic Surgery",58, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Measurement and empirical research on low-end and new market disruptive innovation","Lin C.-P., Zhang Z.-G., Yu C.-P.",09720502,"Journal of Interdisciplinary Mathematics",18, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Disruptive transformations in health care: Technological innovation and public policy reforms in the hospital industry","Lucas D.P.",23247649,"International Journal of Interdisciplinary Organizational Studies",9, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Disruptive innovations addressing quality, access, and cost alternatives for faculty development","Poirier T.I., Wilhelm M.",00029459,"American Journal of Pharmaceutical Education",79, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"The success of sofosbuvir: a reflection on drug innovation","Guo Y., Guo Z.-R.",10033734,"Chinese Journal of New Drugs",24, 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Debt, disruptive innovation, and EaaS in the academy","Garfield A.",23278005,"Management Education",15, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Strategic transformation of Shanzhai firms: Evidence from a Chinese case","Liu X., Wu Y., Lai G.",14684322,"International Journal of Technology, Policy and Management",15, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Developing a transdisciplinary approach to improve urban traffic congestion based on product ecosystem theory","Williams T.",17433541,"WIT Transactions on Ecology and the Environment",191, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"EHRs: Costly replacement or 'disruptive innovation'","Dowling R.A.",00939722,"Urology Times",42, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"[Creativity, innovation and use of tics, new teaching formulas in tourism, Creatividad, innovación y uso de las tics, nuevas fórmulas docentes en materia turística]","Xerach Perez D.",11354712,"Ilu",19, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"The challenges and promise of reproductive medicine in the 21st century","Adashi E.Y.",15050580,"Archives of Perinatal Medicine",20, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Using visualisation for disruptive innovation in healthcare","Steenstra D., Erkoyuncu J.A.",18684394,"Intelligent Systems Reference Library",68, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"To capture new markets, think disruptive innovation","Shipulski M.",10508171,"Assembly",57, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Assessment framework for innovation capacity","Nair H.A.P., Kumar D., Ramalu S.S.",00251569,"Man in India",94, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"[Creativity, innovation and use of Tics, new teaching formulas in tourism, Creatividad, innovación y uso de las tics, nuevas fórmulas docentes en materia turística]","Xerach Perez D.",11370734,"Historia y Comunicacion Social",19, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Disruptive innovation, uncertain value, and economic modeling in oncology","Murphy M.F.",19422962,"American Health and Drug Benefits",7, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Conclusion and outlook","",14370387,"Springer Series in Advanced Microelectronics",40, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Auditory Crescendo","Nelder G.",00163287,"Futures",50, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Managing innovation","Bachman B.J., Bozzone S.O.",00919578,"Plastics Engineering",69, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Disruptive innovation: contributing to a value-based health care system","Block D.",08982759,"Physician executive",39, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"[Large multinational companies innovations to the low-income Brazilian market, Investigação sobre a existência de inovações disruptivas das grandes empresas multinacionais para o mercado brasileiro de baixa renda]","Zilber S.N., Da Silva F.L.",01036513,"Producao",23, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Changes in the global mobile market and new challenges for LG mobile","Park N.K., Lee J., Suh J., Kim H.",10784950,"Journal of the International Academy for Case Studies",18, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Confronting disruptive innovation","Gilbert J.",10889981,"EM: Air and Waste Management Association's Magazine for Environmental Managers",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"A disruptive innovation that will transform water conservation performance","Brehe T.A., Coll E.",0003150X,"Journal - American Water Works Association",104, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Impedance of Novel Therapeutic Technologies: The Case of Stem Cells","Zacharias D.G., Nelson T.J., Mueller P.S., Hook C.C.",17528054,"Clinical and Translational Science",5, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"A ramble through the history of online learning - A personal journey","Cann A.",0954982X,"Biochemist",34, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"The History of Disruptive Innovations in Fibers and Nonwovens","Shumpeter J.A., Mochizuki M.",00379875,"Sen'i Gakkaishi",68, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Exploring the birth and death of black holes and other creatures","Marka S.",00778923,"Annals of the New York Academy of Sciences",1260, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Incremental vs. Disruptive: A parallel entrepreneur on what innovation really is","Buntz B.",0194844X,"Medical Device and Diagnostic Industry",34, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"Second life: The future of education is here today","Livermore P.C.",20449968,"Cutting-Edge Technologies in Higher Education",2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"Can organisations disrupt and expand from their core to sustain their operations?","Sridhar K.",17442370,"International Journal of Services and Operations Management",8, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"Stakeholders see turning point for chip industry","Kimble B., McMahon M., Rhodes M.",01921541,"Electronic Engineering Times",, 1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"The influence of innovation on strategies of Romanian service firms","Scarlat C., Alexe C.",14718197,"International Journal of Innovation and Learning",8, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"Managing radical innovations - A case study (Siemens AG)","Fees W.",14794853,"International Journal of Learning and Intellectual Capital",7, 3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"Enhancing continuity of care and reducing unnecessary utilization in high-risk and homebound patients: the emerging role of the residentialist in the health care delivery system","Vinn N.E.",1877573X,"Osteopathic Family Physician",2, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"Effective reactions against disruptive innovations - The case of Japan's electronics industry","Yoshida S.",02675730,"International Journal of Technology Management",50, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"Uncertainty in innovation in the biotech-pharmaceutical industry","Domonkos D.",14163837,"Periodica Polytechnica Social and Management Sciences",18, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"On disruptive innovations in prosthodontics- can we hide in our operatory?","Stanford C.",08932174,"International Journal of Prosthodontics",23, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"SBS: Engaging with news audiences in the new media age","Veo V.",1329878X,"Media International Australia",, 133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Disruptive innovation within a dialectical firm","Ebrahimi M., Holford D.W.",14779056,"International Journal of Product Development",8, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"We need disruptive innovation","Cooley K.W.",08925046,"Consulting-Specifying Engineer",46, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Changing perspectives in medical practice: Disruptive innovation","Paterick Z.R., Pmdhan S.R., Paterick T.E., Waterhouse B.E.",87550229,"Journal of Medical Practice Management",24, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"A conversation with George Stalk about ""disposable strategies""","Randall R.M.",10878572,"Strategy and Leadership",36, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
